cluster,fgf1_day,fgf1_comparison,grouping,cells_a,cells_b,hub_node,hub_node_name,terminal_names,term_size,query_size,intersection_size,p_value,gene_ids,
516,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0060736,prostate gland growth,NA,11,217,4,0.00297453475744421,Esr1; Prlr; Ar; Cyp19a1
517,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0042698,ovulation cycle,NA,91,206,7,0.0150472855284736,Esr1; Igf1r; Pde4d; Oprk1; Pgr; Nrip1; Cckbr
518,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0009100,glycoprotein metabolic process,heparan sulfate proteoglycan biosynthetic process,380,312,16,0.0251218830829551,Hs3st4; Hs3st5; Xylt1; Galntl6; Col2a1; Mgat5; Chst11; B3glct; Fut8; Galnt18; Hs3st1; B3galt1; Galnt7; Galnt17; Man1a; B3gnt2
519,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0034332,adherens junction organization,NA,58,359,7,0.0273688891013836,Cdh8; Cdh7; Cdh4; Cdh12; Bmp6; Plekha7; Cdh11
520,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0050890,cognition,memory,358,228,13,0.0298983328453531,Nr4a2; Ptchd1; Fgf13; Adcy1; Kcnk2; Drd2; Pde4d; Oprk1; Rtl4; Camk4; Ap1s2; Kcnk10; Grin2a
521,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,NA,80,106,5,0.0376156753828269,Npr3; Esr1; Drd2; Ano1; Oprk1
522,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0002027,regulation of heart rate,NA,108,364,9,0.0382297138744493,Tacr3; Drd2; Cacna1g; Pde4d; Nos1ap; Hcn1; Kcnj5; Pik3r1; Kcnd3
523,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0061377,mammary gland lobule development,NA,21,207,4,0.0420782515561586,Esr1; Prlr; Ar; Socs2
524,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,cardiac muscle cell action potential,485,396,28,2.372959512588E-06,Dsg2; Oprm1; Kcnd2; Grik3; Tacr1; Ptn; Chrna7; Grik4; Glra2; Asic2; Fgf13; Camk2d; Gabra5; Hcn1; Kcnd3; Kcnn2; Kcnip1; Kcnj2; Cux2; Bcl2; Tac1; Igsf11; Rgs7bp; Gabrb2; Insyn2b; Cacna2d1; Cacng2; Kcnk13
525,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,NA,306,385,21,9.4660355079192E-06,Alk; Mcf2; Epha5; Sdk1; Ptn; Chrna7; Ephb1; Lzts1; Prex1; Fstl4; Camk1d; Cdkl5; Ptprd; Cux2; Prex2; Dock10; Cdkl3; Tet1; Nrp1; Btbd3; Trpc6
526,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,positive regulation of synapse assembly,297,343,19,2.54772639362899E-05,Ptprt; Slitrk4; Ptn; Chrna7; Ephb1; Ptpro; Lzts1; Asic2; Zfp804a; Cdkl5; Ptprd; Cux2; Flrt2; Elavl2; Cdh8; Syndig1; Cntnap4; Adgrl2; Ror2
527,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,NA,166,359,12,0.0059369680532008,Ptprt; Dsg2; Kirrel3; Cdh4; Cdh13; Sdk1; Robo1; Pcdh19; Cdh8; Igsf11; Cdh10; Pcdh10
528,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030048,actin filament-based movement,cardiac muscle cell contraction,128,391,11,0.00653677552876095,Dsg2; Fgf13; Camk2d; Myo1b; Pde4d; Kcnd3; Kcnn2; Myo1d; Kcnj2; Sgcd; Cacna2d1
529,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006936,muscle contraction,NA,310,391,17,0.0080201402100741,Dsg2; Cald1; Chrm2; Tacr1; Fgf13; Atp2b1; Camk2d; Pde4d; Kcnd3; Kcnn2; Rap1gds1; Kcnj2; Dock4; Mylk; Sgcd; Sulf2; Cacna2d1
530,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043951,negative regulation of cAMP-mediated signaling,NA,15,211,4,0.0107350444577764,Pde3a; Oprm1; Pde4d; Pde11a
531,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0090287,regulation of cellular response to growth factor stimulus,NA,312,376,16,0.0220330964529132,Itga8; Grem2; Sema6a; Vwc2l; Vwc2; Tcf4; Fstl4; Robo1; Fbn2; Chst11; Ccbe1; Peg10; Tet1; Nrp1; Sulf2; Dok5
532,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045778,positive regulation of ossification,NA,59,345,7,0.0237406631670884,Tacr1; Ptn; Atp2b1; Fbn2; Tac1; Zbtb16; Slc8a1
533,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045471,response to ethanol,NA,169,122,7,0.0286120829676091,Oprm1; Tacr1; Hpgd; Itpr2; Chrna7; Maob; Glra2
534,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009100,glycoprotein metabolic process,NA,380,389,18,0.0291594623729698,Man1a; Csgalnact1; Mgat4c; Pcsk6; St3gal1; Chst11; Tmtc2; Galnt3; St8sia4; Bcl2; Chsy3; Xylt1; Crppa; Tmtc4; Tet1; Mgat5b; Sulf2; Galnt13
535,n8,Day5,obob5v5,fgf1_grouping,pos,none,GO:0055074,calcium ion homeostasis,NA,353,385,17,0.0359255875407052,Ubash3b; Inpp4b; Itpr2; Chrna7; Atp2b1; Camk2d; Pde4d; Tmtc2; Rap1gds1; Bcl2; Slc24a3; Lyn; Tmtc4; Slc8a1; Sgcd; Htr2c; Trpc6
536,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045229,external encapsulating structure organization,NA,304,346,17,0.00102326806282637,Atp7a; Hmcn1; Adamts17; Aebp1; Csgalnact1; Col9a3; Fn1; Adamtsl3; Tnxb; Has2; Adamts6; Myo1e; Hpse2; Vit; Col23a1; Adamts3; Rxfp1
537,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043062,extracellular structure organization,NA,305,346,17,0.00107115420818117,Atp7a; Hmcn1; Adamts17; Aebp1; Csgalnact1; Col9a3; Fn1; Adamtsl3; Tnxb; Has2; Adamts6; Myo1e; Hpse2; Vit; Col23a1; Adamts3; Rxfp1
538,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007218,neuropeptide signaling pathway,NA,108,339,10,0.00233237378965465,Crhr1; Npy; Agrp; Hcrt; Npffr2; Pgr15l; Grp; Cartpt; Ntsr2; Galr1
539,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031589,cell-substrate adhesion,NA,355,198,13,0.005193279622009,Npy; Ptprk; Arhgap6; Ptprz1; Fn1; Angpt1; Tnxb; Nexmif; Has2; Sned1; Mertk; Gcnt2; Efna5
540,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0015833,peptide transport,positive regulation of peptide hormone secretion,334,338,16,0.0120108104303333,Crhr1; Lepr; Rapgef4; Ano1; Acvr1c; Nr1h4; Itpr1; Pex5l; Efna5; Isl1; Foxo1; Vgf; Tnfsf11; Grp; Cartpt; Myrip
541,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0034329,cell junction assembly,NA,467,78,9,0.0169745299163391,Cntn5; Ptprk; Arhgap6; Gpc4; Lrrtm3; Sdk1; Fn1; Efnb2; Pkp1
542,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0044703,multi-organism reproductive process,NA,250,16,4,0.0244367642759024,Corin; Apela; Atp7a; Agrp
543,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0044706,multi-multicellular organism process,NA,266,16,4,0.0311851720835051,Corin; Apela; Atp7a; Agrp
544,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007409,axonogenesis,NA,477,348,19,0.0349754564133723,Cntn5; Gli2; Auts2; Ptprz1; Fn1; Efnb2; Arhgef28; Unc5c; Plxna2; Kel; Lpar3; Efna5; Isl1; Ptpro; Unc5d; Lrp4; Lgi1; Fgf13; Lhx9
545,neuron,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099054,presynapse assembly,NA,54,77,4,0.0354309534616902,Cntn5; Gpc4; Lrrtm3; Efnb2
546,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0042391,regulation of membrane potential,NA,485,138,14,0.00048442925845582,Slc4a4; Gria1; Kcnd2; Gabrb1; Gabra4; Dmd; Kcnn2; Rgs7bp; Pid1; Kcnq3; Gabra2; Grid2; Grid1; Ntrk3
547,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0021782,glial cell development,NA,122,138,7,0.00722836264715366,Hes5; Dmd; Cntn1; Egfr; Tenm4; Cspg5; Ntrk3
548,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0007215,glutamate receptor signaling pathway,NA,55,136,5,0.0190874773404903,Gria1; Grm3; Grid2; Grid1; Gria2
549,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0007214,gamma-aminobutyric acid signaling pathway,NA,29,124,4,0.0204407763462281,Gabrb1; Gabbr2; Gabra4; Gabra2
550,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0021537,telencephalon development,NA,309,69,7,0.0317688897969326,Ccdc141; Gria1; Slc1a2; Slc7a11; Hes5; Dmd; Egfr
551,other,Day14,obob14v14,fgf1_grouping,neg,none,GO:0098656,monoatomic anion transmembrane transport,NA,150,57,5,0.0366203354789146,Slc4a4; Gabrb1; Slc1a2; Gabra4; Nmur2
552,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0007272,ensheathment of neurons,central nervous system myelination; myelin maintenance; positive regulation of myelination; paranodal junction assembly,180,253,26,6.16166650046182E-20,Mobp; Tspan2; Plp1; Mbp; Mal; Nfasc; Mag; Cldn11; Fa2h; Ugt8a; Tppp; Cntn2; Mtmr2; Myrf; Lpar1; Epb41l3; Aspa; Trf; Tmem163; Serinc5; Slc8a3; Gjc3; Sirt2; Bcas1; Ndrg1; Sox10
553,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0042063,gliogenesis,central nervous system myelination; regulation of glial cell differentiation; astrocyte differentiation,380,271,25,3.68860286231118E-10,Mobp; Opalin; Tspan2; Plp1; Mal; Bin1; Mag; Fa2h; Tppp; Cntn2; Myrf; Enpp2; Lpar1; Aspa; Trf; Rtn4; Zeb2; Slc8a3; Sirt2; App; Epha4; Ndrg1; Sox10; Lamc3; Dusp15
554,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0099612,protein localization to axon,NA,11,144,6,2.30223617508423E-08,Mal; Nfasc; Ank3; Ugt8a; Cntn2; Epb41l3
555,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0008344,adult locomotory behavior,NA,99,374,10,0.00300497642404628,Tmod1; Mapt; Cntn2; Cacnb4; Efnb3; App; Epha4; Sez6l2; Inpp5f; Oxr1
556,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0006814,sodium ion transport,NA,251,410,16,0.00431924053967676,Ank3; Nkain2; Slc24a2; Nkain1; Slc13a1; Sgk1; Hecw2; Slc12a2; Slc8a3; Hcn2; Slc8a1; Cpox; Atp1b3; Slc38a2; Pkd2l1; Stk39
557,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0016358,dendrite development,NA,306,464,19,0.00446087375845605,Prickle1; Kndc1; Srcin1; Dock10; Lpar1; Sgk1; Hecw2; Ptprd; Dnm3; App; Epha4; Dip2a; D16Ertd472e; Csmd3; Cdkl5; Picalm; Ephb1; Cobl; Ctnna2
558,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0008038,neuron recognition,NA,43,257,6,0.0078152074886048,Cntn2; Efnb3; Rtn4; App; Epha4; Dscaml1
559,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0048588,developmental cell growth,NA,276,446,17,0.0102141594466751,Prickle1; Rasal1; Mag; Shtn1; Mapt; Smad7; Rtn4; Zeb2; App; Syt1; Tmem108; Sema3c; Cdkl5; Picalm; Itsn2; Cyfip2; Cobl
560,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0060560,developmental growth involved in morphogenesis,NA,273,456,17,0.011834434275336,Prickle1; Rasal1; Mag; Shtn1; Mapt; Rtn4; Zeb2; App; Syt1; Tmem108; Sema3c; Cdkl5; Picalm; Itsn2; Cyfip2; Cobl; Fmn1
561,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0006813,potassium ion transport,NA,243,413,15,0.0146116814405916,Bin1; Ank3; Kcna1; Slc24a2; Kcna6; Slc12a2; Hcn2; Kcnab1; Cpox; Kcnk13; Atp1b3; Slc12a8; Pkd2l1; Stk39; Kcnq3
562,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0038007,netrin-activated signaling pathway,NA,9,115,3,0.0150132718726204,Shtn1; Unc5c; Tubb3
563,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0006665,sphingolipid metabolic process,NA,145,192,8,0.0242541086625163,Fa2h; Abca2; Ugt8a; Enpp2; Kit; Elovl7; Abca8b; St6galnac3
564,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0051258,protein polymerization,regulation of microtubule polymerization,283,205,11,0.0294178223461643,Pak1; Bin1; Tubb4a; Tmod1; Mapt; Tppp; Slain1; Sgk1; Pstpip2; Ssh2; Pde4dip
565,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0043087,regulation of GTPase activity,NA,339,483,19,0.034384825213526,Rasal1; Bin1; Dock10; Pkp4; Adap1; Agap1; Chn2; Epha4; Arhgap27; Plxnb3; Evi5l; Pecam1; Amph; Arhgap24; Arhgap15; Cdkl5; Picalm; Dgki; Rasgrp3
566,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0019226,transmission of nerve impulse,NA,95,44,4,0.0426052211604869,Nfasc; Ank3; Mag; Kcna1
567,other,Day14,obob14v14,fgf1_grouping,pos,none,GO:0042982,amyloid precursor protein metabolic process,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process; regulation of amyloid-beta formation,76,408,8,0.048283553355509,Bin1; Abca2; Lrrtm3; Rtn4; App; Epha4; Itm2a; Picalm
568,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007215,glutamate receptor signaling pathway,NA,55,223,8,3.4698456249237E-05,Gria1; Kalrn; Grm3; Fyn; Grid2; Gria2; Grid1; Grin2b
569,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042063,gliogenesis,glial cell development,380,268,18,0.00012312416677149,Cntn1; Egfr; Lama2; Dmd; Nkx6-2; Hes5; Ntrk3; Nkx2-2os; Tenm4; Reln; Slc7a5; Ror2; Apcdd1; Il33; Cdk6; Hapln1; Cspg5; Bmerb1
570,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042391,regulation of membrane potential,NA,485,133,14,0.000281019344019772,Gabrb1; Kcnd2; Gria1; Slc4a4; Dmd; Syne1; Adra1a; Pid1; Ntrk3; Rgs7bp; Kcnq3; Slc24a4; Grid2; Reln
571,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:1990806,ligand-gated ion channel signaling pathway,NA,39,223,6,0.0015904578568047,Gria1; Kalrn; Grid2; Gria2; Grid1; Grin2b
572,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0018212,peptidyl-tyrosine modification,positive regulation of peptidyl-tyrosine phosphorylation,317,140,11,0.00182955025240128,Cntn1; Ghr; Egfr; Pdgfd; Nrp1; Adra1a; Hes5; Angpt1; Fyn; Reln; Nox4
573,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050890,cognition,NA,358,183,13,0.00236410718994823,Adcy8; Nrxn3; Pde4d; Gria1; Egfr; St3gal4; Kalrn; Chl1; Slc7a11; Reln; Specc1; Pde8b; Meis2
574,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042698,ovulation cycle,NA,91,32,4,0.00824918642935478,Gabrb1; Pde4d; Bmpr1b; Egfr
575,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032291,axon ensheathment in central nervous system,NA,26,129,4,0.0139950863540838,Cntn1; Nkx6-2; Hes5; Tenm4
576,other,Day5,obob5v5,fgf1_grouping,neg,none,GO:0150099,neuron-glial cell signaling,NA,3,72,2,0.0424541588506303,Gabbr2; Adra1a
577,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042063,gliogenesis,central nervous system myelination; astrocyte differentiation; positive regulation of glial cell differentiation,380,874,52,4.15759462577463E-15,Cx3cr1; Ptprj; Csf1r; Bmp4; Lyn; Tgfb1; Hexb; Dusp15; Srgap2; Sirt2; Ptk2b; Zeb2; Bin1; Gpr17; Zfp365; Gfap; Large1; Casz1; Fa2h; Cdk6; Tenm4; Trem2; Mag; Reln; Plp1; Prkch; Nrg1; Rtn4; Myrf; Ccl12; Enpp2; Mobp; Sox4; Sox10; Trf; Bmerb1; Cntn2; Myoc; Cysltr1; Nkx2-2os; Hapln2; Hapln1; Ptpn11; App; Epha4; Dmd; Slc8a3; Matn2; Bace2; Lama2; Hes5; Tspan2
578,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042330,taxis,granulocyte chemotaxis; positive regulation of leukocyte chemotaxis; negative chemotaxis,456,906,58,7.87280077916537E-15,Cx3cr1; Ptprj; Nckap1l; Syk; Csf1r; Bmp4; Dock4; Csf3r; Vav1; Lyn; Tgfb1; Plxna4; Lgmn; Plxnb3; Trpm2; Rtn4rl1; Spi1; Ccr5; Bin2; Ptk2b; Pik3cd; Ptpro; Cmtm7; Dock2; Sema4d; Lgals9; Pik3cg; Slit3; Pdgfb; Sema5a; Trem2; Pde4d; Eng; Cmtm8; Nrg1; Nrp1; Ccl12; Enpp2; Pdgfd; Dscam; Vav3; Chga; Cysltr1; Prkcq; Angpt2; App; Slc12a2; Cdh13; Itga9; Flrt3; Pde4b; Sema3d; Unc5c; Fgf7; Angpt1; Sema6d; Tnfaip6; Lbp
579,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007264,small GTPase mediated signal transduction,Rac protein signal transduction; regulation of Rho protein signal transduction; positive regulation of Ras protein signal transduction,419,811,48,5.74432383363713E-12,Chn2; Cyth4; Rapgef5; Dock4; Dock8; Rhoh; Arhgap24; Rap2a; Tns3; F11r; Arhgap25; Rasal3; Iqgap3; Dock2; Gpr17; Rab39; Dock10; Pik3cg; Rhobtb1; Rasgef1b; Ophn1; Rasgrp3; Rapgef1; Elmo1; Cdc42se2; Reln; Wasf1; Nrg1; Nrp1; Rtn4; Rab33a; Arhgap35; Arhgdib; Garnl3; Ctnnal1; Dock9; Gm5127; Vav3; Myoc; Kndc1; Cdh13; Dgki; Rapgef4; Rasgrf1; Dock3; Shtn1; Ywhaq; Ephb2
580,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007272,ensheathment of neurons,central nervous system myelination; myelin assembly,180,921,33,6.2693719827189E-12,Fyn; Tg; Tgfb1; Nfasc; Hexb; Sirt2; Bcas1; Mbp; Large1; Ctsc; Fa2h; Tmem163; Tenm4; Gjc3; Mag; Cmtm8; Plp1; Gal3st1; Nrg1; Myrf; Ugt8a; Mobp; Cldn11; Sox10; Trf; Cntn2; Myoc; Epb41l3; Slc8a3; Hes5; Tspan2; Rarb; Myo5a
581,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0002274,myeloid leukocyte activation,neutrophil degranulation; macrophage activation involved in immune response; positive regulation of macrophage activation,255,275,22,5.78440744696195E-11,Cx3cr1; Syk; Csf1r; Lcp2; Lyn; Tgfb1; Rhoh; Cd84; Btk; Itgam; Havcr2; Spi1; Plcg2; Anxa3; Cd37; Tgfbr2; Ptpre; Dock2; Lilrb4a; Lgals9; Pla2g4a; Ctsc
582,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0002250,adaptive immune response,NA,480,327,29,3.77678844515353E-09,Tnfrsf11a; Cx3cr1; Inpp5d; Nckap1l; Syk; Ptprc; Fyn; Ctss; Cd86; Csf3r; Lyn; Tgfb1; Btk; Havcr2; C1qc; Klhl6; Ptk2b; Adgre1; Pik3cd; Il6ra; Susd4; Unc93b1; Lilrb4a; Pla2g4a; Ctsc; C1qb; Smad7; Prkcb; Trem2
583,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0070661,leukocyte proliferation,alpha-beta T cell proliferation; negative regulation of T cell proliferation; regulation of B cell proliferation; positive regulation of T cell proliferation,376,252,22,2.42345239066068E-08,Inpp5d; Nckap1l; Syk; Ptprc; Csf1r; Fyn; Bmp4; Plcl2; Dock8; Cd86; Lyn; Tgfb1; Btk; Havcr2; Cd37; Rasal3; Tgfbr2; Dock2; Lilrb4a; Lgals9; Laptm5; Elf4
584,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0018212,peptidyl-tyrosine modification,positive regulation of protein tyrosine kinase activity,317,861,37,3.01611729682338E-08,Ptprj; Syk; Ptprc; Csf1r; Hck; Fyn; Abi3; Lyn; Tgfb1; Ncf1; Btk; Bank1; Plcg2; Ptk2b; Il6ra; Sema4d; Lilrb4a; Lrrk1; Ehd4; Pdgfb; Trem2; Srcin1; Reln; Nrg1; Nrp1; Enpp2; Pdgfd; Rictor; Gfra1; Ptpn11; App; Epha4; Ephb2; Nox4; Fgf7; Angpt1; Hes5
585,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,dendritic spine morphogenesis; regulation of dendrite morphogenesis,306,813,34,1.70175476528928E-07,Fyn; Abi3; Rap2a; Srgap2; Mef2a; Sema4d; Dock10; Zfp365; Cask; Camsap2; Tanc2; Prickle1; Srcin1; Vldlr; Reln; Csmd3; Dnm3; Nrp1; Mef2c; Sgk1; Dscam; Pak3; Ctnna2; Syne1; Kndc1; D130043K22Rik; App; Epha4; Rapgef4; Id1; Dip2a; Matn2; Ephb2; Ptprd
586,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,NA,485,937,48,2.27005908770595E-07,Tmem108; Oprm1; Ptk2b; Insyn2b; Bin1; Kcnq3; Smad7; Trem2; Reln; Mapt; Gabra2; Kcnk13; Grid1; Kcnq5; Kcnc2; Mef2c; Rnf122; Kcnmb2; Gria4; Tacr1; Ank3; Myoc; Grik2; Pid1; Actn2; Hcn2; Slc24a4; Syne1; Gabrb1; Dpp6; App; Dmd; Slc8a3; Snca; Dgki; Rapgef4; Kcnh7; Grid2; Shtn1; Slc4a4; Casq2; Kcna1; Fgf13; Gabrb3; Atp1b3; Ctnna3; Adra1a; Pclo
587,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030099,myeloid cell differentiation,regulation of myeloid leukocyte differentiation; regulation of erythrocyte differentiation; macrophage differentiation; granulocyte differentiation,461,327,25,1.30839749544883E-06,Tnfrsf11a; Inpp5d; Runx1; Nckap1l; Ikzf1; Csf1r; Bmp4; Fli1; Csf3r; Lyn; Gp1bb; Tgfb1; C1qc; Spi1; Ptk2b; Ifi204; Tgfbr2; Irf8; Lilrb4a; Lmo2; Lrrk1; Large1; Cdk6; Mitf; Trem2
588,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,regulation of postsynapse organization; regulation of synapse assembly,297,813,31,5.38494984592024E-06,Fyn; Arhgap22; Abi3; Rap2a; Il10ra; Lingo2; Ptk2b; Ptpro; Sema4d; Cask; Tanc2; Trem2; Srcin1; Reln; Dnm3; Nrg1; Six1; Grid1; Mef2c; Pak3; Ctnna2; App; Epha4; Zfp804a; Snca; Rapgef4; Flrt3; Grid2; Il1rap; Ephb2; Ptprd
589,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106027,neuron projection organization,dendritic spine morphogenesis,110,823,18,1.45777018314208E-05,Fyn; Abi3; Lgmn; Dock10; Zfp365; Cask; Tanc2; Trem2; Srcin1; Reln; Dnm3; Pak3; App; Epha4; Zfp804a; Dip2a; Ephb2; Pls1
590,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050900,leukocyte migration,granulocyte chemotaxis; positive regulation of leukocyte chemotaxis; positive regulation of mononuclear cell migration; positive regulation of macrophage migration,376,363,22,2.4327253449524E-05,Cx3cr1; Ptprj; Nckap1l; Syk; Csf1r; Dock8; Csf3r; Vav1; Lyn; Tgfb1; Lgmn; Trpm2; F11r; Spi1; Ptk2b; Ptpro; Lgals9; Pdgfb; Trem2; B4galt1; Gcnt1; Pde4d
591,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001667,ameboidal-type cell migration,positive regulation of endothelial cell migration,444,868,39,4.34817459708022E-05,Bmp4; Tgfb1; Lgmn; Tgfbr1; Tns3; Plcg2; Anxa3; Ptk2b; Tgfbr2; Pik3cd; Zeb2; Sema4d; Pik3cg; Pdgfb; Fbn2; Gata2; Arsb; Pik3r3; Nrp1; Rtn4; Arhgdib; Enpp2; Sp100; Mef2c; Sox10; Tacr1; Pak3; Angpt2; Rffl; Ptpn11; Cdh13; Anln; Sema3d; Fgf7; Angpt1; Sema6d; Schip1; S100a2; Adamts9
592,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009620,response to fungus,NA,71,192,8,9.28004689187566E-05,Cx3cr1; Syk; Tgfb1; Ncf1; Btk; Spi1; Plcg2; Pik3cd
593,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0019221,cytokine-mediated signaling pathway,NA,463,327,22,0.000151800559458993,Tnfrsf11a; Cx3cr1; Syk; Ptprc; Csf1r; Il13ra1; Aim2; Csf3r; Lyn; Il10ra; Spi1; Ccr5; Ptk2b; Il6ra; Lilrb4a; Laptm5; St18; Slit3; Rbm47; Slc1a1; Pdgfb; Trem2
594,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106030,neuron projection fasciculation,NA,22,811,8,0.000319032176521396,Sema5a; Nrp1; Rtn4; Arhgap35; Ncam2; Cntn2; Epha4; Ephb2
595,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0002507,tolerance induction,NA,29,234,6,0.000358354125940189,Cd86; Lyn; Tgfb1; Havcr2; Tgfbr2; Lilrb4a
596,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007215,glutamate receptor signaling pathway,NA,55,880,12,0.000370785609861554,Fyn; Ptk2b; Slc1a1; Plp1; Grid1; Gria4; Grik2; App; Grid2; Grm3; Gria2; Grik1
597,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031400,negative regulation of protein modification process,NA,472,425,25,0.000380922478305041,Capn3; Ptprj; Nckap1l; Ivns1abp; Ptprc; Fyn; Bmp4; Lyn; Tgfb1; Sirt2; Ptpro; Sema4d; Lilrb4a; Lrrk1; Smad7; Srcin1; Pde4d; Cnksr3; Eng; Mapt; Pdcd4; Prkch; Dbndd2; Ppp1r16b; Ubash3b
598,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043405,regulation of MAP kinase activity,NA,191,576,18,0.000389184129816488,Tnfrsf11a; Ptprj; Syk; Ptprc; Bmp4; Lyn; Tgfb1; Fgd2; Ptk2b; Zeb2; Pik3r5; Pik3cg; Pdgfb; Pdcd4; Nek10; Pak1; Mef2c; Pdgfd
599,other,Day5,obob5v5,fgf1_grouping,pos,none,GO:0090130,tissue migration,positive regulation of endothelial cell migration,324,868,30,0.000605998631114997,Bmp4; Tgfb1; Lgmn; Tgfbr1; Tns3; Plcg2; Anxa3; Ptk2b; Tgfbr2; Pik3cd; Zeb2; Pik3cg; Pdgfb; Gata2; Arsb; Pik3r3; Nrp1; Rtn4; Enpp2; Sp100; Mef2c; Tacr1; Angpt2; Ptpn11; Cdh13; Anln; Fgf7; Angpt1; S100a2; Adamts9
